udi,product_id,type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,target,failure_type,installation_cohort,product_family,equipment_age_proxy,reliability_index,operating_stress,maintenance_efficiency,failure_risk_score,lifecycle_stage,criticality_score,criticality_level
140,L47319,L,298.8,308.6,1268,55.8,155,0,No Failure,Gen1,L,0.0139013901390139,0.5946900777034225,1.0453121506352916,0.873124413676491,2.569914697831372,new_install,1.6415595243231362,medium
141,L47320,L,298.8,308.6,1511,36.1,157,0,No Failure,Gen1,L,0.014001400140014001,0.5930890480352382,0.6465339620196456,1.3395237870955483,1.4248702270867395,new_install,1.0639082794405894,medium
142,L47321,L,298.7,308.5,1544,35.2,159,0,No Failure,Gen1,L,0.014101410141014101,0.5914880183670541,0.7157578010274227,1.2258540448409194,1.526452567047708,new_install,1.12530836712731,medium
143,M15002,M,298.6,308.4,1778,28.2,161,0,No Failure,Gen1,M,0.014201420142014202,0.6298869886988699,0.9889486228038086,0.9183169702030708,2.3532538840900386,new_install,1.837986140477158,medium
144,H29557,H,298.6,308.4,1407,50.5,164,0,No Failure,Gen1,H,0.014301430143014302,0.6674954451966937,0.946355635592281,0.9556980112540401,2.0229709772040505,new_install,1.9930950815593045,medium
145,M15004,M,298.6,308.4,1391,42.4,169,0,No Failure,Gen1,M,0.0144014401440144,0.6235228740265332,0.6755142322437879,1.2894669864493777,1.8227541630383401,new_install,1.5317559348884726,medium
146,L47325,L,298.5,308.4,1513,33.6,172,0,No Failure,Gen1,L,0.014501450145014501,0.5811313305243568,0.8250521984926366,1.0810200782501682,1.7835133207061482,new_install,1.2609209878302503,medium
147,H29560,H,298.5,308.4,1612,36.1,174,0,No Failure,Gen1,H,0.014601460146014602,0.6595303008561726,0.7414591727677929,1.1884117879548717,1.7699780423379186,new_install,1.830428968765505,medium
148,L47327,L,298.4,308.4,1515,40.1,179,0,No Failure,Gen1,L,0.014701470147014702,0.5755577296860122,0.6319376710859119,1.3662365519681308,1.7545953496348417,new_install,1.1914194411797103,medium
149,M15008,M,298.3,308.3,1379,48.0,181,0,No Failure,Gen1,M,0.014801480148014802,0.6139567000178279,0.9352219821232285,0.9659763966265587,2.192177420273767,new_install,1.7574375627464751,medium
150,L47329,L,298.4,308.3,1473,39.9,184,0,No Failure,Gen1,L,0.014901490149014901,0.5715651565156515,0.6535281234128516,1.3270904813357691,1.8781738094421856,new_install,1.2473279608007297,medium
151,L47330,L,298.4,308.3,1422,42.7,186,0,No Failure,Gen1,L,0.015001500150015001,0.5699641268474673,0.7413402563320798,1.1885797600599972,1.9918047190550714,new_install,1.3191239645216526,medium
152,M15011,M,298.4,308.2,1463,37.6,188,0,No Failure,Gen1,M,0.015101510151015102,0.6083630971792832,0.752899545572051,1.1724710198189716,1.9855629927456702,new_install,1.6200950607698832,medium
153,M15012,M,298.4,308.2,1584,41.0,191,0,No Failure,Gen1,M,0.015201520152015202,0.6059715536771069,0.7069628373315296,1.2392144393003364,1.9751457323800246,new_install,1.602147144151469,medium
154,L47333,L,298.4,308.2,1850,27.0,194,0,No Failure,Gen1,L,0.0153015301530153,0.5635800101749305,1.1073339746453876,0.8282712331471622,2.9433801157072574,new_install,1.8095522386765193,medium
155,L47334,L,298.4,308.2,1528,36.2,196,0,No Failure,Gen1,L,0.015401540154015401,0.5619789805067463,0.7997116399779634,1.1114672252372917,2.0460506937929526,new_install,1.35833376951057,medium
156,H29569,H,298.4,308.2,1987,19.8,198,0,No Failure,Gen1,H,0.015501550155015502,0.6403779508385621,1.3480818887329369,0.6905686810812848,3.8050334812494957,new_install,2.826437959119679,high
157,M15016,M,298.4,308.1,1495,46.0,203,0,No Failure,Gen1,M,0.015601560156015602,0.5964053796684017,0.8966147272735473,1.0033967717251318,2.224147037424195,new_install,1.7586432331517423,medium
158,H29571,H,298.4,308.2,1478,43.5,206,0,No Failure,Gen1,H,0.0157015701570157,0.6340138361662253,0.7905558630563733,1.1228941849509768,2.1764328416869705,new_install,2.0077398955917003,high
159,M15018,M,298.4,308.2,1499,40.0,211,0,No Failure,Gen1,M,0.0158015801580158,0.5900412649960649,0.6735256270415922,1.2927819907203026,2.18978093589882,new_install,1.6779700624720055,medium
160,L47339,L,298.4,308.2,1471,47.0,214,0,No Failure,Gen1,L,0.0159015901590159,0.5476497214938885,0.9075860990711542,0.9924710165432536,2.3534282379474427,new_install,1.5136471249003232,medium
161,L47340,L,298.4,308.2,1282,60.7,216,1,Overstrain Failure,Gen1,L,0.016001600160016,0.14604869182570432,1.3656758800432964,0.1,3.3727520571226397,new_install,2.058803586862045,high
162,L47341,L,298.3,308.1,1412,52.3,218,1,Overstrain Failure,Gen1,L,0.016101610161016102,0.1444476621575201,1.1239336633546335,0.1,2.7186827623585197,new_install,1.724653203949798,medium
163,L47342,L,298.3,308.1,1586,35.5,0,0,No Failure,Gen1,L,0.016201620162016202,0.7167596759675968,0.8622480369277309,1.0392330892072317,2.3504302419825103,new_install,1.4988465078713233,medium
164,M15023,M,298.4,308.2,1468,43.8,2,0,No Failure,Gen1,M,0.016301630163016303,0.7551586462994127,0.8005870261433543,1.1103868598711317,2.279867119537475,new_install,1.7521229556579963,medium
165,M15024,M,298.5,308.3,1440,43.6,5,0,No Failure,Gen1,M,0.016401640164016403,0.7527671027972364,0.7547692343385336,1.1699064026021642,2.222303822083528,new_install,1.7153522991349712,medium
166,L47345,L,298.5,308.4,1733,26.0,8,0,No Failure,Gen1,L,0.0165016501650165,0.71037555929506,1.079174996696161,0.8480505461884982,2.710256780124375,new_install,1.7078552110585985,medium
167,H29580,H,298.4,308.2,1612,32.6,10,0,No Failure,Gen1,H,0.0166016601660166,0.7887745296268758,0.9200855970217381,0.9803098905813585,2.2823107504153066,new_install,2.088949979272644,high
168,H29581,H,298.4,308.3,1458,42.9,15,0,No Failure,Gen1,H,0.0167016701670167,0.7848019584567152,0.7480276983900671,1.1792067663573298,2.0943494960264974,new_install,1.962148107927619,medium
169,L47348,L,298.4,308.3,1433,62.3,20,1,Power Failure,Gen1,L,0.0168016801680168,0.30082938728655473,1.3967095780148526,0.1,3.0385975830857177,new_install,1.9344519066387431,medium
170,L47349,L,298.4,308.3,1318,59.1,22,0,No Failure,Gen1,L,0.0169016901690169,0.6992283576183705,1.2897105050870532,0.7195743259761562,2.9969372266692513,new_install,1.8856880421938165,medium
171,M15030,M,298.4,308.2,1610,35.0,24,0,No Failure,Gen1,M,0.017001700170017002,0.7376273279501864,0.8398362923258884,1.064015093017125,2.0670088248154546,new_install,1.6787544176239484,medium
172,L47351,L,298.2,308.1,1462,50.8,27,0,No Failure,Gen1,L,0.017101710171017102,0.69523578444801,1.0904423591742172,0.8400238720450751,2.3326851178069896,new_install,1.560206754875061,medium
173,M15032,M,298.1,308.0,1924,20.8,29,0,No Failure,Gen1,M,0.017201720172017203,0.7336347547798259,1.4095698891911246,0.662440346194128,3.5489223541755015,new_install,2.442439908427538,high
174,M15033,M,298.2,308.0,1591,33.7,32,0,No Failure,Gen1,M,0.017301730173017303,0.7312432112776496,0.9615653651964516,0.9420051113055498,2.1326105901044117,new_install,1.7415138456007,medium
175,L47354,L,298.2,308.1,1306,58.3,35,0,No Failure,Gen1,L,0.0174017401740174,0.6888516677754732,1.341221436348748,0.6938559022085063,2.972937496765438,new_install,1.8915414296107997,medium
176,L47355,L,298.2,308.1,1382,43.5,37,0,No Failure,Gen1,L,0.0175017501750175,0.687250638107289,0.8463507240576744,1.0566906904369378,2.143685419827431,new_install,1.4113793851482748,medium
177,L47356,L,298.2,308.1,1618,34.7,39,0,No Failure,Gen1,L,0.0176017601760176,0.6856496084391047,0.9056623164141707,0.9943695648909661,2.0282867188681326,new_install,1.3830133824715043,medium
178,L47357,L,298.2,308.2,1988,21.4,41,0,No Failure,Gen1,L,0.0177017701770177,0.6840485787709206,1.3279113747780074,0.7003235758630094,3.627294924949453,new_install,2.1492913824131836,high
179,L47358,L,298.2,308.2,1436,50.2,43,0,No Failure,Gen1,L,0.0178017801780178,0.6824475491027363,1.0479141945079242,0.8711452517830999,2.1713880657990976,new_install,1.4829294846720162,medium
180,L47359,L,298.2,308.3,1304,49.8,45,0,No Failure,Gen1,L,0.017901790179017902,0.6808465194345522,1.0120734718996058,0.8992211623318683,2.4079087275218853,new_install,1.566785532578636,medium
181,L47360,L,298.2,308.3,1475,49.9,47,0,No Failure,Gen1,L,0.018001800180018002,0.679245489766368,1.0154171929285996,0.8965255389101863,2.0416295897707695,new_install,1.4212769937868877,medium
182,H29595,H,298.2,308.3,1824,24.2,49,0,No Failure,Gen1,H,0.018101810181018103,0.7576444600981838,1.2118213474738393,0.762298922734936,2.8342345085695664,new_install,2.397240207669978,high
183,M15042,M,298.1,308.2,1342,48.1,54,0,No Failure,Gen1,M,0.018201820182018203,0.7136718889280234,0.9943605641535362,0.9137756172468421,2.230168566108545,new_install,1.7903755956894787,medium
184,L47363,L,298.1,308.2,1485,40.7,57,0,No Failure,Gen1,L,0.018301830183018303,0.671280345425847,0.7469252080079994,1.1807418064129163,1.767456197974457,new_install,1.2310600415921826,medium
185,L47364,L,298.2,308.2,1667,30.6,59,0,No Failure,Gen1,L,0.0184018401840184,0.6696793157576627,1.0202890401105833,0.8926267813003779,2.0700358880625442,new_install,1.4341010672581926,medium
186,L47365,L,298.2,308.2,1446,38.2,61,0,No Failure,Gen1,L,0.0185018501850185,0.6680782860894786,0.766166241907059,1.1545127847493526,1.7718243154452855,new_install,1.238579598750232,medium
187,L47366,L,298.1,308.3,1301,56.0,63,0,No Failure,Gen1,L,0.0186018601860186,0.6664772564212943,1.2360486869516982,0.7484757178135325,2.65835510916078,new_install,1.7341566497498218,medium
188,L47367,L,298.2,308.4,1379,43.1,65,0,No Failure,Gen1,L,0.0187018701870187,0.6648762267531101,0.7655783244646944,1.1552969520331242,1.8255286016238186,new_install,1.2598849379889359,medium
189,L47368,L,298.3,308.5,1606,33.6,67,0,No Failure,Gen1,L,0.018801880188018802,0.6632751970849259,0.8359153825092634,1.0684726618328686,1.649655723409635,new_install,1.210636904116633,medium
190,M15049,M,298.3,308.4,1539,43.4,69,0,No Failure,Gen1,M,0.018901890189018902,0.7016741674167417,0.7589449762971857,1.1642189285638371,1.5457575021679117,new_install,1.4459864937563205,medium
191,L47370,L,298.2,308.4,1477,49.9,72,0,No Failure,Gen1,L,0.019001900190019003,0.6592826239145654,0.9929513544362688,0.914953804614468,1.8471792376619522,new_install,1.3367571013956616,medium
192,L47371,L,298.2,308.4,1666,34.6,74,0,No Failure,Gen1,L,0.019101910191019103,0.6576815942463812,0.8416085219661595,1.0620124782982148,1.7508678581758883,new_install,1.2528296998602033,medium
193,H29606,H,298.2,308.4,1398,51.8,76,0,No Failure,Gen1,H,0.019201920192019203,0.7360805645781969,1.0564820539871498,0.8646913253451242,2.0635712498284966,new_install,2.0423731161275436,high
194,H29607,H,298.2,308.4,1678,34.6,81,0,No Failure,Gen1,H,0.0193019301930193,0.7321079934080366,0.8416085219661595,1.0620124782982148,1.749227572352099,new_install,1.8521735855306873,medium
195,M15054,M,298.2,308.5,2678,10.7,86,1,Power Failure,Gen1,M,0.0194019401940194,0.288135422237876,1.61829200940332,0.1,7.139727925267743,new_install,3.9413787729280934,critical
196,L47375,L,298.3,308.5,1453,42.9,89,0,No Failure,Gen1,L,0.0195019501950195,0.6457438787356996,0.7197605326598735,1.2198684373780526,1.46945212328627,new_install,1.1037090091124702,medium
197,H29610,H,298.3,308.6,1432,49.5,91,0,No Failure,Gen1,H,0.0196019601960196,0.7241428490675155,0.917980282081117,0.9823372982781564,1.7205991285611006,new_install,1.8636337360487754,medium
198,M15057,M,298.4,308.6,1527,40.9,96,0,No Failure,Gen1,M,0.019701970197019702,0.680170277897355,0.6137557623331747,1.401039477049026,1.2606731964876767,new_install,1.2883960072950231,medium
199,L47378,L,298.4,308.7,1588,35.0,99,0,No Failure,Gen1,L,0.019801980198019802,0.6377787343951787,0.7275070998641966,1.2084488461357148,1.3280103039182096,new_install,1.0494562515265429,medium
200,L47379,L,298.4,308.6,1433,47.1,101,0,No Failure,Gen1,L,0.019901990199019903,0.6361777047269944,0.8210664661307868,1.0856979781283287,1.5525975023396263,new_install,1.1673589407750866,medium
201,L47380,L,298.4,308.6,1609,35.0,103,0,No Failure,Gen1,L,0.020002000200020003,0.6345766750588103,0.7499729383565272,1.1765080449897134,1.3968163839338343,new_install,1.083718435080492,medium
202,L47381,L,298.3,308.5,1575,41.2,105,0,No Failure,Gen1,L,0.020102010201020103,0.6329756453906261,0.6629172751669801,1.3107581025493618,1.3468877653597504,new_install,1.0376302886939943,medium
203,M15062,M,298.4,308.5,1636,35.7,107,0,No Failure,Gen1,M,0.020202020202020204,0.671374615722442,0.7490327296459144,1.1778108959557376,1.4672626368407693,new_install,1.4116148736300822,medium
204,L47383,L,298.4,308.5,1490,37.9,110,0,No Failure,Gen1,L,0.0203020302030203,0.6289830722202655,0.6754708670080523,1.2895390949478651,1.33883383986878,new_install,1.0381747960499277,medium
205,L47384,L,298.4,308.5,1741,32.8,112,0,No Failure,Gen1,L,0.0204020402040204,0.6273820425520813,0.8460006394867331,1.05708173785439,1.8627480840071327,new_install,1.298899425448873,medium
206,M15065,M,298.5,308.6,1344,53.0,114,0,No Failure,Gen1,M,0.0205020502050205,0.6657810128838971,1.0016814955869275,0.9077033643623503,2.0873877910344083,new_install,1.7354595650898417,medium
207,L47386,L,298.5,308.7,1609,35.3,117,0,No Failure,Gen1,L,0.020602060206020602,0.6233894693817208,0.7008114255227254,1.2487334322774621,1.3172525437678102,new_install,1.0371444451639418,medium
208,M15067,M,298.4,308.7,1421,60.7,119,1,Power Failure,Gen1,M,0.020702070207020702,0.2617884397135366,1.2533466875816048,0.1,2.4894648992937833,new_install,1.9717899659919946,medium
209,L47388,L,298.4,308.6,1591,36.7,122,0,No Failure,Gen1,L,0.020802080208020803,0.6193968962113603,0.6931296808636335,1.2608278622369886,1.3355290622669171,new_install,1.0421505291658568,medium
210,L47389,L,298.4,308.6,1477,44.0,124,0,No Failure,Gen1,L,0.020902090209020903,0.6177958665431761,0.7174111142319807,1.2233746062280733,1.3732170634177203,new_install,1.0645101596366824,medium
211,L47390,L,298.4,308.7,1523,36.1,126,0,No Failure,Gen1,L,0.021002100210021003,0.6161948368749919,0.6907261685452654,1.2646603081819654,1.287775639973976,new_install,1.02232810655317,medium
212,L47391,L,298.5,308.7,1575,33.9,128,0,No Failure,Gen1,L,0.021102110211021104,0.6145938072068077,0.7476235199286377,1.1797690560594531,1.3613736683332964,new_install,1.0688365233119097,medium
213,H29626,H,298.4,308.7,1344,52.9,130,0,No Failure,Gen1,H,0.0212021202120212,0.6929927775386234,0.9925364473200929,0.915301272056344,2.096815028407563,new_install,2.036486945559053,high
214,L47393,L,298.4,308.7,1386,44.9,135,0,No Failure,Gen1,L,0.0213021302130213,0.6090202063684629,0.7250387650005937,1.2120642597918176,1.6024684423957374,new_install,1.1584990064584733,medium
215,M15074,M,298.3,308.6,1589,37.1,137,0,No Failure,Gen1,M,0.0214021402140214,0.6474191767002788,0.6964193080021391,1.2556199855432362,1.4123418244750685,new_install,1.3738625221906693,medium
216,L47395,L,298.3,308.6,1548,40.3,140,0,No Failure,Gen1,L,0.0215021502150215,0.6050276331981024,0.6103579474136928,1.407740989793738,1.3715792655584198,new_install,1.0317390904474757,medium
217,L47396,L,298.3,308.6,1499,38.3,142,0,No Failure,Gen1,L,0.021602160216021602,0.6034266035299182,0.6562946556542144,1.3222359731406197,1.4099963116394993,new_install,1.060886921352064,medium
218,L47397,L,298.3,308.5,1664,31.6,144,0,No Failure,Gen1,L,0.021702170217021702,0.6018255738617341,0.9027898030891383,0.9972179582595035,1.809100931045977,new_install,1.2944773133451324,medium
219,L47398,L,298.3,308.6,1447,38.1,146,0,No Failure,Gen1,L,0.021802180218021803,0.6002245441935498,0.6629820977122017,1.310646741251853,1.50973807359572,new_install,1.1027898587519485,medium
220,M15079,M,298.3,308.5,1434,46.2,148,0,No Failure,Gen1,M,0.021902190219021903,0.6386235145253657,0.830103326616667,1.0751493639288319,1.6977210404334946,new_install,1.5281194141583978,medium
221,L47400,L,298.3,308.5,1416,52.7,151,0,No Failure,Gen1,L,0.022002200220022004,0.5962319710231894,1.0474451935012603,0.8715013193341696,2.075869920346895,new_install,1.4445815261891362,medium
222,H29635,H,298.4,308.5,1827,24.3,153,0,No Failure,Gen1,H,0.0221022102210221,0.6746309413550051,1.130216926951201,0.8128647705069879,2.6899175082145703,new_install,2.3150320813711884,high
223,L47402,L,298.4,308.6,1304,45.0,158,0,No Failure,Gen1,L,0.0222022202220222,0.5906583701848447,0.7508483245219182,1.1752976073166606,2.031632651642814,new_install,1.337907558013701,medium
224,L47403,L,298.4,308.6,1569,34.4,160,0,No Failure,Gen1,L,0.0223022302230223,0.5890573405166604,0.7700352645304896,1.149378698505566,1.5976705405659914,new_install,1.1700787955855434,medium
225,L47404,L,298.3,308.6,1584,29.3,162,0,No Failure,Gen1,L,0.0224022402240224,0.5874563108484762,0.9572295482636509,0.9458683799013731,1.8862931216101275,new_install,1.3416861131231463,medium
226,L47405,L,298.3,308.5,1362,53.8,164,0,No Failure,Gen1,L,0.022502250225022502,0.585855281180292,1.084226124820191,0.8444333215092993,2.3289810450676045,new_install,1.5568602554730993,medium
227,L47406,L,298.3,308.4,1329,49.2,166,0,No Failure,Gen1,L,0.022602260226022602,0.5842542515121077,0.9528807959788228,0.9497751348673221,2.225486412082283,new_install,1.47605880362656,medium
228,L47407,L,298.3,308.5,1539,36.1,168,0,No Failure,Gen1,L,0.022702270227022703,0.5826532218439235,0.75232235678442,1.173265011811643,1.6728374112898363,new_install,1.1948316715512606,medium
229,M15088,M,298.3,308.5,1629,37.1,170,0,No Failure,Gen1,M,0.022802280228022803,0.6210521921757394,0.7188851464944825,1.2211724736745335,1.7446405545408155,new_install,1.513521765764671,medium
230,L47409,L,298.3,308.5,1538,32.2,173,0,No Failure,Gen1,L,0.022902290229022904,0.578660648673563,0.8827274769151758,1.0175761067951854,1.8468773288140052,new_install,1.3035691746001548,medium
231,L47410,L,298.3,308.6,1570,34.8,175,0,No Failure,Gen1,L,0.023002300230023004,0.5770596190053788,0.7733248916689953,1.1450492360167568,1.742060319917598,new_install,1.2288215954677377,medium
232,L47411,L,298.3,308.4,1408,43.1,177,0,No Failure,Gen1,L,0.0231023102310231,0.5754585893371946,0.7489138132102046,1.1779758845229016,1.9246084480046486,new_install,1.2945175231649209,medium
233,L47412,L,298.2,308.4,1424,47.6,179,0,No Failure,Gen1,L,0.0232023202320232,0.5738575596690103,0.9160457707694128,0.9842076299798365,2.055360446745214,new_install,1.3969579099289096,medium
234,L47413,L,298.2,308.4,1512,34.9,181,0,No Failure,Gen1,L,0.0233023302330233,0.5722565300008262,0.8315773588791785,1.0734481580822701,1.8934631705008904,new_install,1.3068584758641097,medium
235,L47414,L,298.2,308.4,1478,42.9,183,0,No Failure,Gen1,L,0.023402340234023402,0.5706555003326419,0.7588908824067069,1.164292252349786,1.8910111220020085,new_install,1.2840717135228155,medium
